"acceleration_success","action_in_counterattack_success","aerial_duel_success","ball_delivery_to_danger_zone_success","ball_delivery_to_penalty_area_success","ball_entry_in_final_third_success","controlled_box_entry_success","controlled_penalty_area_entry_success","cross_to_penalty_area_success","cross_to_goalie_box_success","dangerous_opponent_half_recovery_success","dangerous_own_half_loss_success","defensive_duel_success","dribble_success","forward_pass_success","foul","free_kick_success","interception_success","key_pass_success","loose_ball_duel_success","opportunity_success","opportunity_creation_success","pass_to_zone_fourteen_success","pass_to_final_third_success","pass_to_penalty_area_success","progressive_pass_success","progressive_run_success","recovery_success","recovery_counterpressing_success","red_cards","smart_pass_success","shot_after_corner_success","shot_after_free_kick_success","shot_after_throw_in_success","shot_assist_success","shot_buildup_pass_success","shot_from_cross_success","shot_from_danger_zone_success","shot_from_outside_area_success","through_pass_success","throw_in_success","touch_in_box_success","touch_success","vertical_pass_success","yellow_cards","result"
4,0,16,0,7,1,0,0,2,0,3,0,13,10,65,19,1,27,0,17,1,1,16,32,7,43,5,83,43,0,0,0,0,0,5,0,0,0,0,4,16,3,0,83,3,"0"
3,0,14,0,8,1,0,0,1,0,4,0,13,18,95,13,1,23,0,18,1,2,8,26,8,60,2,76,38,0,0,0,0,0,4,0,0,0,1,2,21,2,0,87,3,"0"
6,0,25,0,6,0,0,0,3,0,2,0,15,4,81,17,1,23,1,14,4,1,10,27,6,45,4,89,56,1,3,1,0,0,5,0,0,2,1,3,13,3,0,94,4,"1"
2,0,23,0,11,5,0,1,3,0,5,0,23,19,69,14,1,10,1,23,1,0,12,29,10,44,2,104,67,1,2,0,0,1,4,0,0,0,1,5,20,3,0,88,2,"0"
10,0,6,0,10,1,0,1,4,0,3,1,13,17,65,15,3,19,3,12,7,1,6,23,9,39,11,55,30,1,2,1,0,1,5,0,0,1,3,1,15,7,0,51,1,"1"
10,0,6,0,15,5,0,1,4,0,3,0,13,26,101,5,4,14,4,5,4,5,14,37,14,65,10,69,29,0,1,0,0,0,9,0,0,1,2,1,26,5,0,137,0,"0"
3,0,22,0,12,2,0,2,3,1,3,0,7,22,97,6,1,14,1,18,5,4,6,31,10,52,8,79,34,1,1,0,0,0,7,0,1,3,1,0,23,10,0,109,0,"1"
5,0,16,0,10,13,0,3,3,1,0,1,17,18,110,13,0,15,5,24,3,3,13,54,7,76,9,99,53,0,3,0,0,1,10,0,0,1,2,3,24,5,0,183,3,"0"
4,0,29,0,8,3,0,1,2,1,2,1,15,12,97,11,2,12,1,14,6,4,20,37,7,49,3,68,27,0,2,0,1,0,6,0,3,4,0,0,18,10,0,128,0,"1"
4,0,9,0,13,2,0,2,3,1,1,0,15,14,90,14,2,10,0,13,3,2,13,38,11,55,3,57,20,1,1,0,0,2,3,0,1,1,1,1,17,8,0,74,1,"0"
9,0,9,0,9,6,0,1,3,1,4,0,8,14,121,10,2,24,2,11,3,2,24,55,8,67,8,73,29,0,0,0,0,1,4,0,0,0,2,0,11,4,0,169,3,"0"
7,0,16,0,13,4,0,2,2,0,3,3,16,17,117,12,1,10,4,16,2,4,23,47,11,65,6,87,40,0,2,0,0,0,7,0,2,2,0,2,33,5,0,183,0,"0"
14,0,17,0,6,2,0,1,0,0,4,0,19,7,74,10,0,15,2,10,6,1,3,27,5,35,7,75,24,0,3,0,0,2,2,0,1,4,2,3,13,6,0,85,0,"1"
7,0,13,0,9,2,0,1,7,2,4,0,15,21,109,5,0,6,2,15,4,3,10,42,8,59,5,87,34,1,2,1,0,0,5,0,1,1,3,1,10,2,0,158,1,"1"
3,0,10,0,8,2,0,0,4,0,6,0,18,28,96,12,1,14,4,8,3,4,13,32,8,67,4,86,42,0,1,0,0,0,10,0,0,0,2,0,18,3,0,93,1,"0"
1,0,18,0,14,8,0,1,3,1,4,0,21,19,92,8,1,12,5,12,4,8,15,43,13,58,4,79,43,0,4,0,0,0,12,0,1,4,0,1,15,7,0,145,1,"1"
4,0,15,0,8,2,0,0,2,0,1,1,14,8,80,20,1,24,1,7,4,2,12,27,8,46,4,64,24,1,1,0,0,2,4,0,0,0,3,3,13,2,0,137,4,"0"
1,0,20,0,8,1,0,1,2,1,7,0,23,20,87,12,0,12,0,9,4,4,6,28,7,50,3,77,39,1,1,0,1,1,9,0,0,0,1,0,16,3,0,67,2,"1"
1,0,29,0,14,2,0,0,3,0,4,0,8,11,141,15,1,20,2,23,6,2,31,60,14,82,4,89,46,0,7,1,0,0,7,0,0,3,2,2,12,7,0,145,2,"1"
4,0,23,0,3,1,0,1,2,0,0,2,11,17,66,9,2,18,0,26,2,0,3,11,2,26,5,83,42,1,2,1,0,0,0,0,1,2,0,0,17,3,0,59,1,"0"
4,0,12,0,12,2,0,1,10,2,4,0,12,21,105,13,1,18,1,7,6,4,15,39,11,65,5,72,32,0,2,1,0,1,8,0,1,3,3,0,19,5,0,135,3,"0"
2,0,24,0,5,5,0,0,2,0,5,0,10,14,126,12,0,18,0,12,5,2,7,33,5,64,4,88,43,0,2,2,0,0,4,0,0,3,2,1,20,4,0,60,3,"1"
7,0,21,0,9,3,0,2,3,1,4,0,10,11,76,11,1,11,1,20,6,3,12,24,7,48,6,84,38,0,5,0,0,0,6,0,1,2,3,1,15,3,0,73,2,"0"
4,0,38,0,16,1,0,1,3,1,4,0,24,18,113,20,1,10,3,13,8,4,15,44,15,89,4,100,48,0,8,0,0,1,11,0,1,3,3,6,17,10,0,121,1,"1"
4,0,23,0,22,5,0,1,12,0,6,0,16,8,151,19,2,19,3,18,5,5,47,91,21,109,3,112,67,0,1,0,0,1,12,0,0,2,3,2,17,8,0,232,2,"1"
2,0,27,0,8,0,0,2,2,0,0,3,14,17,72,10,0,25,0,17,2,0,6,25,6,35,4,83,26,0,0,1,0,0,4,0,0,2,0,0,14,3,0,61,3,"0"
5,0,12,0,12,1,0,2,7,0,6,0,17,26,89,6,0,9,2,17,3,2,11,27,10,45,5,86,36,0,1,1,1,0,5,0,0,2,1,1,21,4,0,104,3,"1"
3,0,19,0,17,4,0,4,4,0,4,0,14,22,117,8,2,24,3,25,7,3,20,49,13,76,10,86,46,0,7,0,0,0,7,0,0,1,5,2,22,6,0,156,0,"1"
4,0,26,0,12,3,0,0,2,0,2,0,9,9,86,16,0,20,2,17,1,1,17,40,12,62,3,99,49,0,4,0,0,0,4,0,1,1,0,4,29,8,0,142,1,"0"
4,0,35,0,9,2,0,0,3,2,4,0,4,7,143,7,1,17,1,19,2,6,20,35,9,60,4,112,52,0,3,0,0,0,7,0,0,1,1,1,19,7,0,114,0,"1"
9,0,10,0,14,3,0,3,4,0,7,0,8,16,76,8,3,14,3,10,9,3,12,25,11,38,7,56,25,0,4,2,0,1,7,0,0,2,3,4,12,7,0,96,0,"1"
4,0,9,0,8,1,0,0,8,0,5,2,13,17,90,8,2,11,2,14,5,3,10,23,8,56,2,65,26,0,0,1,0,0,5,0,1,2,3,0,20,3,0,103,3,"0"
4,0,36,0,29,3,0,0,16,2,2,0,12,17,173,18,1,22,4,21,3,4,38,82,29,118,3,110,61,0,0,2,0,0,8,0,0,1,2,2,25,6,0,195,2,"0"
8,0,27,0,7,0,1,0,2,0,2,0,20,21,69,11,2,30,4,20,6,4,11,25,7,36,7,99,37,0,0,1,2,1,9,0,0,4,2,0,18,8,0,45,0,"1"
4,0,6,0,8,2,0,2,1,1,1,0,12,10,93,4,0,7,1,9,3,2,17,33,6,48,5,55,21,0,1,1,0,0,3,0,0,1,0,0,7,4,0,106,0,"1"
7,0,9,0,9,0,0,2,3,0,2,0,16,2,103,5,0,4,0,15,3,0,14,30,7,62,2,71,26,0,0,0,0,0,2,0,0,0,0,0,17,6,0,174,2,"0"
12,0,20,0,11,2,0,2,4,0,5,0,11,17,107,10,0,7,1,19,5,3,10,33,9,65,8,87,29,0,1,1,0,1,5,0,0,2,0,0,23,9,0,116,1,"1"
4,0,14,0,5,1,0,2,1,0,5,0,19,17,81,12,0,16,3,12,4,5,22,31,4,50,3,78,29,0,0,1,0,0,6,0,0,3,0,3,14,5,0,62,3,"1"
7,0,18,0,13,3,0,2,3,2,3,1,18,30,88,12,0,16,3,6,3,2,14,39,11,51,9,91,39,0,0,2,0,1,7,0,0,2,1,1,12,3,0,111,2,"0"
4,0,9,0,3,2,0,1,0,0,1,2,15,9,46,11,0,12,0,21,2,0,7,16,2,26,4,61,18,1,2,0,0,0,1,0,0,1,2,1,10,0,0,57,3,"1"
10,0,22,0,14,2,0,3,2,0,6,0,14,16,100,7,1,19,1,24,3,3,4,24,11,59,8,98,47,0,5,0,0,0,5,0,0,2,0,4,18,5,0,76,0,"1"
15,0,29,0,10,2,0,2,4,0,6,0,13,34,129,17,2,19,1,27,3,1,37,51,8,92,8,112,52,0,9,0,0,0,7,0,0,2,1,4,34,4,0,153,3,"0"
4,0,9,0,8,1,0,1,2,0,0,0,11,10,79,8,0,14,0,9,1,1,8,24,7,51,6,57,18,0,1,0,0,0,3,0,0,0,0,3,6,4,0,91,2,"0"
8,0,31,0,13,7,0,0,5,1,9,0,19,13,115,11,2,18,2,31,5,4,26,34,13,67,4,111,51,0,2,0,0,0,9,0,0,3,1,4,19,8,0,89,2,"0"
7,0,29,0,16,1,0,3,6,2,3,0,10,17,96,11,1,24,2,23,5,3,11,29,13,65,7,94,48,0,1,2,0,0,8,0,2,5,0,1,11,8,0,80,2,"0"
3,0,14,0,11,1,0,1,4,0,5,0,15,12,113,13,0,11,2,20,3,4,19,44,10,69,8,89,33,0,3,1,0,1,7,0,1,2,1,3,18,2,0,164,1,"0"
4,0,22,0,7,4,0,1,3,1,4,0,6,23,118,10,1,15,0,18,2,1,19,46,6,70,5,100,54,0,6,0,0,0,4,0,0,0,1,3,18,6,0,115,1,"0"
4,0,15,0,12,2,0,0,4,0,7,0,27,13,104,11,1,16,2,31,8,4,10,26,12,53,2,106,48,0,6,1,0,0,6,0,0,4,2,4,9,8,0,60,1,"1"
1,0,17,0,10,0,0,1,3,4,1,0,14,9,104,10,0,7,3,20,4,2,9,37,9,69,2,64,31,0,0,0,0,0,4,0,2,4,0,0,29,7,0,108,3,"0"
6,0,10,0,26,7,0,4,11,2,5,0,14,21,151,7,2,16,3,14,5,4,27,81,22,105,9,82,39,0,1,0,0,0,12,0,1,3,1,3,17,11,0,223,1,"1"
3,0,11,0,5,0,0,1,1,0,3,0,12,12,75,6,1,18,0,19,1,3,11,18,4,30,5,56,13,0,1,0,1,0,4,0,0,0,1,1,3,2,0,71,2,"0"
11,0,19,0,16,5,0,1,8,1,3,0,8,27,139,9,2,18,7,26,7,3,16,72,15,75,6,90,44,0,1,1,0,1,8,0,1,3,2,0,20,9,0,239,1,"0"
15,0,16,0,29,4,0,3,13,2,8,0,25,48,129,12,0,24,2,15,11,5,14,47,26,77,10,98,48,0,2,0,1,0,17,0,2,4,2,3,20,14,1,127,1,"1"
9,0,24,0,10,0,0,3,4,0,7,0,13,15,67,9,0,16,4,13,4,4,7,14,7,46,8,88,37,0,0,0,0,0,6,0,1,4,1,1,22,8,1,49,2,"1"
11,0,35,0,13,7,0,1,7,2,7,0,20,23,120,19,0,19,3,26,5,5,30,63,12,82,4,110,49,0,2,2,0,0,9,0,0,4,1,0,18,8,0,136,1,"1"
6,0,25,0,5,0,0,0,1,0,1,1,22,16,96,10,2,19,0,22,2,2,15,34,5,57,4,96,48,0,3,0,0,2,5,0,0,1,0,2,23,4,0,57,1,"0"
3,0,7,0,17,3,0,2,2,1,10,0,10,15,128,4,0,16,3,8,6,7,68,54,15,68,2,66,24,0,2,1,0,0,15,0,0,4,3,3,13,12,0,173,0,"1"
17,0,21,0,17,3,0,1,6,0,6,0,18,22,74,15,0,12,3,15,6,3,5,25,16,42,9,90,36,0,4,1,0,0,11,0,1,1,2,3,21,6,0,85,2,"0"
2,0,21,0,15,4,1,1,6,0,4,0,14,18,101,15,1,18,5,17,4,5,30,40,14,60,1,102,50,0,2,0,0,1,10,0,0,2,0,2,23,6,0,113,3,"1"
4,0,18,0,4,2,0,2,1,0,0,0,22,9,91,14,1,20,1,15,1,1,9,29,2,54,6,94,48,0,1,0,0,1,3,0,1,1,0,1,17,2,0,92,3,"0"
2,0,22,0,15,4,0,2,3,1,5,1,22,11,112,11,1,22,1,17,5,5,22,39,13,65,4,110,47,0,9,0,0,0,12,0,0,2,1,5,22,11,0,113,0,"1"
7,0,18,0,13,3,0,0,3,0,13,1,10,15,114,7,1,18,0,17,1,2,17,38,13,76,6,98,53,0,3,0,0,0,9,0,0,0,1,0,32,7,0,132,2,"0"
15,0,9,0,10,3,0,1,4,0,6,0,18,22,81,12,1,18,4,21,8,4,13,27,9,51,7,79,32,0,2,0,0,1,5,0,0,3,4,4,14,4,0,115,1,"1"
9,0,20,0,16,5,0,3,4,0,1,0,22,21,141,7,3,17,3,12,3,4,27,41,13,75,4,83,36,0,4,0,0,0,6,0,0,0,2,0,18,6,0,178,1,"0"
2,0,29,0,11,2,0,1,3,0,3,0,12,21,85,8,1,22,2,10,4,0,15,34,10,54,3,105,46,0,3,0,0,0,3,0,0,2,0,2,12,5,0,102,2,"0"
2,0,26,0,7,2,0,3,1,0,0,1,3,7,82,9,0,5,0,14,2,1,10,24,4,49,5,73,41,0,0,0,0,0,4,0,0,0,1,0,17,3,0,68,2,"0"
16,0,11,0,12,8,0,5,3,0,7,0,12,42,113,14,1,19,1,16,7,3,11,54,7,67,14,83,49,0,2,1,1,0,3,0,0,2,3,1,23,7,0,140,2,"0"
3,0,17,0,8,4,0,0,3,2,2,0,14,31,82,14,0,35,3,7,4,3,9,34,8,57,2,101,43,1,2,0,0,1,7,0,0,1,1,2,20,7,0,101,4,"0"
2,0,31,0,11,0,0,1,3,0,8,0,13,8,100,10,3,17,2,27,4,4,11,35,10,59,2,99,46,0,2,0,0,1,10,0,0,2,0,2,9,6,0,116,2,"0"
11,0,28,0,16,7,1,1,5,2,6,0,8,10,88,18,1,15,3,18,9,4,25,22,15,59,7,94,44,0,4,0,0,0,9,0,1,7,2,2,15,14,0,113,1,"1"
11,0,8,0,18,1,0,2,8,1,5,2,16,28,133,7,2,8,2,23,4,3,28,46,16,81,9,74,32,0,1,0,0,1,8,0,1,2,1,3,16,9,0,132,2,"0"
15,0,11,0,8,1,0,1,2,0,5,1,18,20,52,8,0,13,3,21,2,3,9,15,7,35,8,63,26,0,1,0,0,0,4,0,0,2,0,0,1,5,0,74,1,"1"
6,0,16,0,6,2,1,1,1,0,2,0,5,15,78,9,2,16,2,22,2,2,10,28,5,40,9,66,25,0,2,0,0,0,4,0,1,2,0,4,9,4,0,138,1,"0"
1,0,13,0,6,0,0,1,4,1,1,0,13,9,66,11,2,10,2,14,2,2,7,22,5,43,1,55,19,0,0,0,0,1,3,0,0,0,1,0,14,2,0,70,0,"0"
4,0,21,0,15,5,0,2,5,2,1,0,14,6,126,16,2,6,4,15,6,6,16,49,13,77,5,75,32,0,0,0,0,1,14,0,1,2,2,2,26,7,0,124,1,"1"
2,0,31,0,13,2,0,1,3,0,6,1,7,24,102,17,2,10,4,17,3,4,21,55,12,82,2,106,55,2,1,1,1,0,6,0,0,1,1,2,21,6,0,96,2,"0"
3,0,31,0,11,1,0,0,2,0,3,3,14,18,93,6,1,15,0,16,5,2,19,27,11,57,4,102,46,0,2,0,0,1,4,0,0,1,4,0,14,2,0,67,1,"1"
7,0,12,0,14,4,0,3,5,1,2,0,15,22,127,8,3,14,3,20,2,4,18,57,11,82,6,99,49,0,3,0,0,0,7,0,0,0,1,2,25,8,1,143,2,"0"
5,0,22,0,5,0,0,1,2,0,0,1,20,10,48,17,0,5,1,13,0,1,2,16,4,28,3,67,37,0,0,0,0,0,1,0,0,0,0,1,19,0,0,28,3,"1"
5,0,10,0,7,2,0,2,3,0,3,0,16,16,93,10,0,20,1,15,2,1,13,36,5,50,1,71,36,0,1,1,0,0,4,0,0,1,1,1,16,3,0,90,0,"0"
12,0,17,0,17,8,0,1,7,0,5,0,9,23,99,9,2,19,3,18,9,2,11,38,16,68,13,80,34,1,1,1,0,0,10,0,0,3,5,0,22,5,0,142,2,"0"
2,0,11,0,7,0,0,2,2,1,4,0,20,11,133,8,0,11,2,18,3,2,25,41,5,56,5,70,28,0,1,0,0,0,7,0,1,2,0,1,17,7,0,139,2,"0"
9,0,20,0,8,1,0,0,2,0,5,1,15,15,96,10,1,35,2,11,4,3,13,24,8,45,8,85,44,0,6,1,0,0,5,0,0,2,1,6,13,4,0,95,2,"0"
4,0,16,0,6,1,0,0,0,0,2,0,7,10,96,4,1,20,0,10,4,2,17,33,6,59,3,76,42,0,1,0,1,1,8,0,0,2,2,1,17,6,0,62,1,"0"
7,0,8,0,22,1,0,0,8,2,5,0,15,16,78,11,0,26,5,21,4,6,15,35,22,56,5,92,33,0,2,0,2,1,8,0,0,3,0,7,17,8,0,83,2,"0"
5,0,17,0,9,1,0,1,3,0,3,0,11,17,110,10,4,12,3,25,2,2,13,36,8,61,4,88,50,0,0,0,1,0,7,0,0,1,1,0,28,2,0,198,1,"0"
12,0,14,0,15,2,0,1,4,0,9,1,12,15,157,12,2,18,4,25,7,8,36,46,14,78,7,82,45,0,5,0,0,0,15,0,0,1,5,11,21,5,0,220,4,"1"
7,0,19,0,3,1,0,2,0,0,4,0,21,20,85,17,0,18,1,21,4,1,18,33,1,44,7,85,32,0,0,0,0,1,1,0,0,0,2,2,16,2,0,70,2,"0"
5,0,21,0,13,5,0,1,4,1,2,2,11,17,75,16,0,17,5,6,3,6,13,32,12,49,4,64,31,2,2,0,0,0,11,0,0,4,1,3,17,5,0,171,3,"0"
0,0,19,0,4,1,0,0,2,0,6,0,12,21,97,9,1,8,1,20,5,2,12,45,4,65,1,86,37,0,0,0,0,2,6,0,0,2,2,1,9,6,0,84,1,"0"
5,0,18,0,13,3,0,0,5,1,4,0,16,11,104,8,2,14,3,19,7,5,30,51,13,90,4,89,48,0,2,1,1,0,10,0,3,6,1,1,28,10,0,150,0,"0"
1,0,20,0,7,0,0,3,2,0,3,0,16,11,89,15,0,10,0,9,2,2,13,26,4,46,5,67,29,1,0,1,0,0,3,0,0,1,0,0,22,5,0,132,3,"0"
4,0,8,0,13,1,0,2,3,0,2,0,11,25,102,15,3,11,1,12,3,1,19,39,11,57,4,71,36,0,3,0,0,0,4,0,0,0,0,4,15,6,0,74,2,"0"
3,0,7,0,8,1,0,2,1,1,1,1,9,20,108,5,1,13,0,15,3,2,24,40,6,70,3,69,28,0,5,0,1,0,4,0,0,1,2,3,27,4,0,173,1,"0"
10,0,19,0,9,4,0,3,0,0,3,0,16,15,94,10,0,13,2,19,6,3,10,36,6,57,6,85,31,0,5,4,0,1,4,0,0,3,2,2,13,5,0,101,0,"1"
5,0,26,0,9,1,0,1,3,0,2,1,7,31,122,6,1,14,0,11,5,1,8,34,8,63,7,86,35,1,1,2,0,2,3,0,0,1,1,1,28,9,0,92,2,"0"
9,0,21,0,5,1,0,0,2,0,4,0,10,11,87,11,1,16,1,9,3,4,12,26,5,51,5,96,40,0,1,0,0,1,8,0,0,1,2,1,22,4,0,65,0,"1"
2,0,17,0,19,2,0,0,12,3,5,0,13,16,111,12,1,13,6,13,3,6,22,55,19,79,4,76,36,0,0,0,0,0,11,0,0,2,0,0,27,9,0,142,3,"0"
5,0,9,0,5,1,0,1,1,0,4,0,15,12,50,17,0,22,2,14,3,1,2,14,4,26,4,67,28,0,1,1,0,2,6,0,0,4,0,1,13,9,0,27,4,"1"
8,0,14,0,10,1,0,1,6,0,5,0,10,10,108,8,0,16,1,13,5,1,11,38,9,72,5,85,41,0,0,1,0,1,4,0,1,2,2,0,17,4,0,91,3,"0"
8,0,26,0,10,3,0,1,4,0,2,1,11,18,117,6,0,24,1,20,5,2,10,46,9,64,10,92,40,0,0,1,0,0,3,0,1,1,2,0,28,6,0,85,0,"0"
15,0,11,0,17,7,0,2,4,1,7,0,8,25,130,5,1,16,2,16,4,2,31,43,15,68,11,80,43,0,3,0,1,0,8,0,0,3,1,1,19,7,0,160,2,"1"
10,0,16,0,14,0,0,1,8,1,2,0,18,24,107,6,2,22,2,23,2,1,20,40,13,67,6,113,51,0,0,1,0,0,2,0,0,1,1,1,26,1,0,110,0,"0"
4,0,27,0,9,3,1,2,3,1,3,1,14,23,123,11,0,15,2,19,6,3,24,33,8,63,7,104,50,0,1,1,1,1,10,0,0,2,2,0,17,7,0,149,1,"1"
4,0,21,0,11,2,0,1,4,0,2,1,11,23,88,16,1,14,1,25,4,4,10,28,10,43,4,70,37,0,2,0,0,0,8,0,1,1,2,0,31,4,0,78,4,"0"
2,0,14,0,12,2,0,0,5,1,5,0,11,8,103,8,0,15,0,10,4,1,27,39,12,74,3,79,44,0,2,1,0,0,1,0,1,3,1,1,9,4,0,72,2,"1"
3,0,13,0,9,3,0,1,2,0,4,1,9,28,96,8,2,11,0,11,1,1,19,35,8,58,5,81,38,0,1,0,1,0,4,0,0,0,0,1,13,1,0,115,2,"0"
4,0,16,0,15,0,0,2,3,0,11,0,17,13,107,13,0,11,3,19,8,9,23,46,13,67,3,91,40,0,1,1,0,2,15,0,1,2,4,2,23,8,0,135,2,"0"
27,0,31,0,9,5,0,1,7,0,6,0,11,24,121,12,4,7,4,23,8,2,19,59,8,74,18,102,52,0,2,2,1,1,11,0,0,4,3,1,16,6,0,145,0,"1"
4,0,23,0,5,1,0,0,0,0,0,2,13,6,84,11,0,22,1,17,3,2,13,33,5,53,3,81,42,0,1,1,0,0,2,0,0,1,1,3,16,4,0,72,0,"0"
11,0,24,0,18,3,0,2,6,0,7,1,12,18,133,10,0,21,1,17,8,3,8,38,16,77,13,97,39,0,3,0,0,1,11,0,0,2,2,3,19,9,0,136,1,"1"
4,0,17,0,7,1,0,2,1,0,4,1,20,7,100,13,0,14,3,17,3,4,12,37,5,61,4,100,39,0,1,0,0,1,7,0,1,2,0,1,23,6,0,114,3,"0"
6,0,12,0,10,2,0,2,2,0,2,0,8,21,88,6,0,7,3,4,4,2,10,35,8,57,6,44,20,0,0,0,0,0,4,0,1,2,2,1,15,6,0,144,2,"1"
5,0,11,0,7,4,0,1,2,1,3,0,11,20,85,21,0,8,3,8,2,3,3,27,6,40,2,53,24,0,0,1,1,0,5,0,1,2,1,3,27,9,0,85,4,"0"
1,0,9,0,6,0,0,0,3,1,0,0,13,7,83,8,2,12,0,16,3,3,21,33,6,64,2,79,29,0,3,2,0,0,4,0,1,2,0,3,22,5,0,67,1,"0"
4,0,28,0,6,2,0,0,6,0,5,0,10,18,101,10,3,24,4,37,4,5,18,34,6,53,6,95,43,0,0,0,0,0,8,0,2,2,2,1,20,4,0,156,2,"0"
1,0,14,0,4,1,0,0,3,0,2,1,19,6,134,10,0,21,2,24,4,2,17,41,4,73,2,103,44,0,3,0,1,0,4,0,0,1,3,3,15,1,0,185,0,"0"
12,0,22,0,17,6,0,2,2,0,2,0,10,21,107,13,3,23,4,23,6,4,10,31,15,53,12,82,43,0,8,2,0,0,8,0,0,5,1,8,18,9,0,126,1,"0"
6,0,12,0,6,0,0,2,2,1,1,0,23,9,67,17,0,20,2,17,3,1,6,13,4,35,6,78,26,0,0,0,1,0,3,0,1,3,0,0,16,7,0,63,0,"0"
2,0,11,0,8,2,0,1,2,0,4,0,20,12,120,19,0,33,0,7,2,3,17,36,7,60,1,95,43,0,3,0,0,0,3,0,0,2,0,3,30,6,0,71,2,"1"
2,0,18,0,4,2,0,1,1,0,1,0,26,17,97,12,1,15,2,16,3,1,22,42,3,56,2,91,41,0,3,0,0,0,2,0,0,1,0,2,17,3,0,82,2,"0"
8,0,18,0,16,1,0,1,5,3,7,0,17,24,103,13,1,21,3,11,6,2,8,57,15,70,9,92,45,0,4,1,1,2,8,0,1,3,1,1,27,14,0,161,1,"1"
10,0,16,0,9,2,0,1,5,0,1,0,9,9,87,9,2,6,2,12,2,2,10,37,8,61,7,66,34,0,0,0,0,0,6,0,0,1,0,0,19,3,1,89,3,"0"
12,0,16,0,11,2,0,2,5,0,5,0,10,14,73,8,0,7,4,10,9,5,17,38,9,54,11,60,25,0,1,2,0,0,9,0,1,4,2,1,15,12,0,51,2,"0"
10,0,22,0,16,0,0,0,7,1,2,0,13,9,128,7,2,10,1,8,2,2,34,68,16,91,5,71,32,0,3,0,1,0,5,0,0,2,0,4,18,7,0,179,1,"0"
4,0,18,0,8,0,0,0,2,0,1,1,22,22,83,12,1,21,0,13,3,2,8,29,8,43,3,72,35,0,2,0,0,0,2,0,1,2,1,2,16,4,0,73,3,"0"
10,0,15,0,8,1,1,1,4,1,3,1,23,20,84,13,0,17,2,16,7,5,11,39,7,47,6,71,25,0,3,0,0,0,7,0,3,4,2,2,12,6,0,98,2,"1"
8,0,21,0,18,3,0,2,12,0,8,0,17,23,142,17,4,16,3,20,5,6,28,56,16,100,6,106,52,0,3,1,0,0,12,0,0,2,1,1,22,14,0,161,4,"0"
6,0,20,0,20,5,0,4,9,2,7,0,7,24,100,6,2,13,2,15,8,3,14,43,16,83,7,63,39,0,4,1,0,3,10,0,0,4,3,3,16,7,0,114,1,"1"
4,0,19,0,5,0,0,1,3,0,4,0,13,8,103,21,0,19,2,22,4,4,14,33,4,60,3,83,49,0,0,1,0,0,4,0,2,0,2,0,25,2,0,81,3,"0"
7,0,12,0,8,4,0,3,2,0,2,0,15,28,68,5,3,18,2,20,3,2,14,28,5,41,6,78,28,0,1,0,0,0,4,0,0,2,1,2,12,4,0,48,0,"1"
8,0,21,0,3,4,0,1,1,0,4,0,21,18,92,10,1,8,0,18,1,1,14,35,2,56,6,88,47,0,1,0,0,0,8,0,0,0,1,1,18,1,0,101,1,"1"
6,0,16,0,15,2,1,1,6,0,4,1,8,16,86,9,0,12,5,15,6,6,14,26,14,61,8,62,29,0,5,0,0,1,10,0,1,4,1,5,22,6,0,97,0,"0"
1,0,20,0,17,1,0,1,7,0,5,0,11,19,101,6,1,14,3,11,3,2,22,51,16,71,0,84,43,0,1,0,0,0,7,0,1,1,1,2,29,3,1,112,2,"0"
4,0,15,0,9,5,0,2,6,0,5,0,15,7,102,4,1,10,4,12,4,3,10,40,7,51,6,68,24,0,0,0,0,1,6,0,0,0,3,0,20,3,0,152,1,"0"
9,0,20,0,9,1,0,0,7,0,1,1,11,3,107,11,1,16,2,17,1,2,16,45,9,59,6,72,30,0,3,0,0,0,5,0,0,0,2,1,24,3,0,165,0,"0"
4,0,19,0,6,5,0,0,6,0,1,0,11,11,94,13,1,16,0,19,0,0,13,45,6,69,3,82,41,1,0,0,0,0,4,0,0,0,0,1,19,0,0,115,3,"0"
5,0,21,0,9,5,1,0,2,1,6,0,19,14,76,7,4,16,3,23,2,3,8,22,9,48,2,81,28,0,3,0,0,0,8,0,0,1,0,6,20,5,0,96,2,"1"
4,0,17,0,12,2,0,4,2,1,1,1,15,25,89,14,2,22,3,10,7,6,16,31,8,56,6,78,28,1,6,1,0,1,11,0,2,5,2,5,24,12,0,62,3,"0"
3,0,12,0,14,0,0,3,2,0,5,0,16,27,111,6,0,15,2,15,3,6,16,39,11,63,9,87,42,0,5,0,0,1,8,0,1,4,0,2,18,5,0,96,0,"1"
1,0,15,0,3,1,0,0,1,0,0,2,19,11,100,12,0,17,0,15,3,3,9,34,3,53,2,76,35,0,0,0,0,0,3,0,0,1,2,1,23,3,0,68,2,"1"
1,0,38,0,6,4,0,0,3,0,0,0,19,13,75,9,3,11,0,10,2,0,16,36,6,54,1,91,49,0,1,0,0,1,2,0,1,1,1,0,30,3,0,95,0,"0"
6,0,11,0,4,1,1,0,2,0,3,0,10,14,71,4,0,15,2,15,2,3,12,25,4,40,5,65,29,0,0,0,0,0,6,0,1,1,1,0,25,3,0,96,0,"1"
12,0,19,0,16,4,0,2,6,1,9,1,11,20,71,8,1,22,1,20,7,1,10,24,14,45,11,79,42,0,0,1,0,2,8,0,0,4,0,0,20,12,0,70,3,"0"
