"id","position_cluster"
"189511","Central Forward"
"189565","Central Defender"
"189602","Left-Sided Midfielder/Fullback"
"189602","Central Midfielder"
"189605","Central Midfielder"
"18966","Left-Sided Midfielder/Fullback"
"18966","Right-Sided Midfielder/Fullback"
"18968","Right-Sided Midfielder/Fullback"
"18975","Central Midfielder"
"189772","Central Defender"
"189845","Central Defender"
"189960","Right-Sided Midfielder/Fullback"
"189960","Left-Sided Midfielder/Fullback"
"189983","Central Midfielder"
"189983","Central Forward"
"19006","Central Midfielder"
"190103","Left-Sided Midfielder/Fullback"
"19018","Left-Sided Midfielder/Fullback"
"190248","Central Midfielder"
"190248","Left-Sided Midfielder/Fullback"
"190266","Right-Sided Midfielder/Fullback"
"190331","Right-Sided Midfielder/Fullback"
"190426","Left-Sided Attacker"
"190426","Right-Sided Attacker"
"190434","Left-Sided Midfielder/Fullback"
"190434","Central Defender"
"190470","Central Forward"
"190502","Central Midfielder"
"190502","Central Defender"
"190544","Central Midfielder"
"190554","Central Forward"
"19056","Left-Sided Attacker"
"190572","Central Midfielder"
"190624","Left-Sided Attacker"
"190668","Central Midfielder"
"190723","Right-Sided Attacker"
"190723","Left-Sided Attacker"
"190787","Right-Sided Attacker"
"190970","Left-Sided Attacker"
"190970","Right-Sided Attacker"
"191022","Right-Sided Attacker"
"191022","Central Midfielder"
"191091","Central Defender"
"191096","Central Midfielder"
"191097","Left-Sided Midfielder/Fullback"
"191097","Left-Sided Attacker"
"191101","Central Defender"
"191103","Central Defender"
"191108","Central Forward"
"19117","Right-Sided Midfielder/Fullback"
"19117","Left-Sided Midfielder/Fullback"
"191188","Central Midfielder"
"191195","Right-Sided Midfielder/Fullback"
"191208","Central Midfielder"
"19138","Central Midfielder"
"19142","Central Forward"
"191512","Central Forward"
"191512","Left-Sided Attacker"
"19153","Central Midfielder"
"191571","Right-Sided Midfielder/Fullback"
"19171","Central Defender"
"191974","Central Forward"
"19202","Right-Sided Midfielder/Fullback"
"192031","Central Midfielder"
"192066","Central Defender"
"192076","Central Defender"
"192076","Left-Sided Midfielder/Fullback"
"192095","Central Forward"
"192095","Left-Sided Attacker"
"192186","Central Defender"
"192193","Central Forward"
"192195","Central Midfielder"
"192195","Central Forward"
"192195","Left-Sided Attacker"
"192407","Left-Sided Attacker"
"192407","Central Forward"
"192407","Right-Sided Midfielder/Fullback"
"192413","Right-Sided Midfielder/Fullback"
"192413","Central Midfielder"
"19243","Central Defender"
"19262","Right-Sided Attacker"
"19262","Left-Sided Attacker"
"192656","Right-Sided Midfielder/Fullback"
"192662","Central Defender"
"192663","Central Midfielder"
"192772","Right-Sided Attacker"
"192772","Left-Sided Attacker"
"19280","Central Defender"
"19280","Right-Sided Midfielder/Fullback"
"192814","Left-Sided Midfielder/Fullback"
"192850","Central Defender"
"192900","Right-Sided Midfielder/Fullback"
"192900","Central Defender"
"19305","Right-Sided Midfielder/Fullback"
"19306","Central Forward"
"193106","Central Defender"
"193117","Central Midfielder"
"193117","Central Forward"
"193117","Right-Sided Attacker"
"193158","Central Forward"
"193310","Left-Sided Midfielder/Fullback"
"193392","Central Defender"
"193651","Left-Sided Midfielder/Fullback"
"193747","Central Forward"
"193823","Left-Sided Attacker"
"193995","Central Midfielder"
"194194","Central Midfielder"
"194195","Central Midfielder"
"194335","Left-Sided Midfielder/Fullback"
"194412","Right-Sided Midfielder/Fullback"
"194412","Central Midfielder"
"194417","Left-Sided Attacker"
"194417","Central Midfielder"
"1945","Central Defender"
"194647","Left-Sided Attacker"
"194667","Central Defender"
"194691","Central Midfielder"
"194804","Central Midfielder"
"194827","Central Forward"
"194827","Central Midfielder"
"194827","Left-Sided Attacker"
"194834","Right-Sided Midfielder/Fullback"
"194834","Central Midfielder"
"194903","Central Forward"
"194903","Right-Sided Attacker"
"195085","Right-Sided Attacker"
"195182","Central Forward"
"195187","Central Forward"
"195206","Right-Sided Midfielder/Fullback"
"195207","Left-Sided Attacker"
"195207","Central Midfielder"
"195352","Central Defender"
"195352","Central Midfielder"
"195353","Central Midfielder"
"195470","Central Forward"
"195470","Left-Sided Attacker"
"195490","Left-Sided Midfielder/Fullback"
"195495","Central Defender"
"195600","Right-Sided Midfielder/Fullback"
"195600","Central Defender"
"195600","Left-Sided Midfielder/Fullback"
"195608","Left-Sided Midfielder/Fullback"
"195653","Central Forward"
"195653","Right-Sided Attacker"
"195661","Central Midfielder"
"195661","Left-Sided Attacker"
"195666","Central Midfielder"
"195718","Right-Sided Attacker"
"195718","Central Forward"
"195718","Central Midfielder"
"195852","Central Midfielder"
"195852","Right-Sided Midfielder/Fullback"
"195857","Left-Sided Midfielder/Fullback"
"196073","Left-Sided Attacker"
"196073","Central Forward"
"196073","Central Midfielder"
"196076","Central Midfielder"
"196078","Central Forward"
"196078","Right-Sided Attacker"
"196079","Central Midfielder"
"196079","Central Defender"
"196089","Central Midfielder"
"196109","Right-Sided Midfielder/Fullback"
"196149","Central Forward"
"196151","Right-Sided Midfielder/Fullback"
"196212","Right-Sided Midfielder/Fullback"
"196212","Central Defender"
"196212","Central Midfielder"
"196297","Right-Sided Attacker"
"196330","Central Midfielder"
"196334","Central Midfielder"
"196343","Right-Sided Midfielder/Fullback"
"196343","Central Defender"
"196347","Central Midfielder"
"196349","Central Defender"
"196349","Left-Sided Midfielder/Fullback"
"19636","Central Defender"
"196501","Central Defender"
"196501","Central Midfielder"
"19660","Central Forward"
"19666","Left-Sided Midfielder/Fullback"
"19666","Central Defender"
"196673","Central Midfielder"
"196673","Central Forward"
"19671","Central Defender"
"19671","Central Midfielder"
"19677","Central Forward"
"19678","Central Defender"
"19678","Central Midfielder"
"19679","Central Defender"
"19680","Right-Sided Attacker"
"19680","Central Midfielder"
"19680","Left-Sided Attacker"
"196803","Right-Sided Midfielder/Fullback"
"196840","Central Forward"
"196840","Left-Sided Attacker"
"196840","Right-Sided Attacker"
"197026","Right-Sided Midfielder/Fullback"
"197026","Left-Sided Attacker"
"197026","Right-Sided Attacker"
"197076","Central Midfielder"
"197076","Left-Sided Attacker"
"197096","Right-Sided Attacker"
"19753","Central Forward"
"197564","Central Forward"
"197625","Central Midfielder"
"197625","Right-Sided Midfielder/Fullback"
"197629","Central Defender"
"197629","Left-Sided Midfielder/Fullback"
"197630","Central Midfielder"
"197631","Central Midfielder"
"197880","Left-Sided Attacker"
"197880","Left-Sided Midfielder/Fullback"
"198416","Left-Sided Attacker"
"198416","Central Forward"
"198416","Central Midfielder"
"198461","Central Defender"
"198461","Central Midfielder"
"198466","Central Midfielder"
"198547","Central Forward"
"198694","Central Midfielder"
"198707","Left-Sided Attacker"
"198707","Central Forward"
"198714","Central Defender"
"198788","Central Forward"
"198788","Left-Sided Attacker"
"198795","Central Defender"
"198806","Central Defender"
"198809","Left-Sided Midfielder/Fullback"
"198819","Right-Sided Midfielder/Fullback"
"198846","Central Midfielder"
"198846","Left-Sided Midfielder/Fullback"
"198862","Right-Sided Attacker"
"198862","Central Midfielder"
"198862","Left-Sided Attacker"
"198865","Central Midfielder"
"198987","Central Forward"
"199058","Central Defender"
"199071","Central Forward"
"199096","Left-Sided Attacker"
"199096","Central Midfielder"
"199096","Right-Sided Attacker"
"199131","Left-Sided Attacker"
"199131","Right-Sided Attacker"
"199134","Central Midfielder"
"199220","Central Defender"
"199220","Left-Sided Midfielder/Fullback"
"199319","Left-Sided Midfielder/Fullback"
"199358","Right-Sided Midfielder/Fullback"
"199358","Left-Sided Midfielder/Fullback"
"199450","Central Midfielder"
"199461","Central Midfielder"
"199513","Left-Sided Attacker"
"199736","Right-Sided Midfielder/Fullback"
"199957","Central Midfielder"
"199957","Central Defender"
"200225","Central Midfielder"
"200225","Left-Sided Midfielder/Fullback"
"200225","Right-Sided Midfielder/Fullback"
"200301","Central Forward"
"200302","Central Midfielder"
"200340","Central Defender"
"200702","Left-Sided Midfielder/Fullback"
"200738","Central Forward"
"200738","Left-Sided Attacker"
"200769","Central Defender"
"200769","Right-Sided Midfielder/Fullback"
"200856","Right-Sided Midfielder/Fullback"
"200907","Central Midfielder"
"200907","Right-Sided Attacker"
"200909","Central Midfielder"
"201114","Central Midfielder"
"201114","Left-Sided Attacker"
"201290","Central Defender"
"201495","Central Midfielder"
"201551","Left-Sided Midfielder/Fullback"
"201598","Central Forward"
"201874","Central Forward"
"20204","Central Defender"
"20204","Left-Sided Midfielder/Fullback"
"202197","Central Forward"
"20229","Right-Sided Midfielder/Fullback"
"202360","Right-Sided Midfielder/Fullback"
"202469","Right-Sided Midfielder/Fullback"
"202793","Left-Sided Attacker"
"202793","Central Forward"
"202804","Left-Sided Midfielder/Fullback"
"202804","Left-Sided Attacker"
"202868","Central Defender"
"202895","Right-Sided Midfielder/Fullback"
"202895","Central Midfielder"
"202925","Left-Sided Midfielder/Fullback"
"20321","Right-Sided Attacker"
"20321","Central Midfielder"
"20321","Left-Sided Midfielder/Fullback"
"203549","Right-Sided Attacker"
"203549","Central Forward"
"2036","Central Forward"
"20374","Central Midfielder"
"204238","Central Defender"
"20451","Central Midfielder"
"204682","Central Forward"
"204850","Right-Sided Attacker"
"204850","Left-Sided Attacker"
"204926","Central Midfielder"
"204938","Left-Sided Attacker"
"204938","Central Forward"
"204944","Right-Sided Attacker"
"204944","Left-Sided Attacker"
"205","Left-Sided Attacker"
"205","Central Midfielder"
"205031","Central Defender"
"205080","Central Forward"
"205080","Left-Sided Attacker"
"205234","Left-Sided Midfielder/Fullback"
"20543","Central Forward"
"205603","Left-Sided Midfielder/Fullback"
"205715","Left-Sided Midfielder/Fullback"
"205722","Central Defender"
"205726","Central Forward"
"20607","Right-Sided Midfielder/Fullback"
"20611","Central Defender"
"206229","Right-Sided Midfielder/Fullback"
"20647","Central Midfielder"
"206496","Left-Sided Attacker"
"206636","Left-Sided Midfielder/Fullback"
"206638","Left-Sided Attacker"
"206705","Central Midfielder"
"206997","Left-Sided Attacker"
"206997","Central Midfielder"
"206997","Right-Sided Attacker"
"20706","Central Midfielder"
"207106","Left-Sided Midfielder/Fullback"
"207175","Central Forward"
"207199","Central Midfielder"
"207199","Left-Sided Attacker"
"207199","Right-Sided Attacker"
"20721","Central Forward"
"207251","Right-Sided Midfielder/Fullback"
"207251","Left-Sided Midfielder/Fullback"
"207374","Central Midfielder"
"207684","Central Midfielder"
"20786","Central Midfielder"
"20786","Left-Sided Attacker"
"20787","Central Forward"
"207946","Central Defender"
"207992","Left-Sided Attacker"
"20813","Left-Sided Attacker"
"20813","Right-Sided Attacker"
"208173","Right-Sided Attacker"
"208173","Left-Sided Attacker"
"208201","Left-Sided Attacker"
"208343","Right-Sided Midfielder/Fullback"
"208410","Left-Sided Attacker"
"208470","Left-Sided Attacker"
"208544","Central Forward"
"208544","Left-Sided Attacker"
"208544","Right-Sided Attacker"
"208828","Central Defender"
"208828","Central Midfielder"
"20895","Central Midfielder"
"20895","Left-Sided Attacker"
"20899","Left-Sided Midfielder/Fullback"
"209059","Left-Sided Midfielder/Fullback"
"209114","Right-Sided Midfielder/Fullback"
"209139","Central Defender"
"209173","Central Midfielder"
"209173","Left-Sided Midfielder/Fullback"
"209269","Left-Sided Attacker"
"209328","Central Midfielder"
"20947","Central Forward"
"209521","Central Forward"
"209567","Central Midfielder"
"209588","Left-Sided Attacker"
"209589","Left-Sided Midfielder/Fullback"
"209636","Central Midfielder"
"209636","Left-Sided Attacker"
"20973","Central Defender"
"209780","Central Midfielder"
"209780","Right-Sided Midfielder/Fullback"
"209801","Central Defender"
"209823","Left-Sided Midfielder/Fullback"
"209823","Central Midfielder"
"209832","Central Midfielder"
"209853","Central Forward"
"209858","Left-Sided Midfielder/Fullback"
"209858","Left-Sided Attacker"
"209885","Central Midfielder"
"20994","Central Defender"
"20996","Central Midfielder"
"209981","Left-Sided Midfielder/Fullback"
"209981","Right-Sided Midfielder/Fullback"
"209988","Central Defender"
"20999","Central Midfielder"
"20999","Central Forward"
"209993","Right-Sided Midfielder/Fullback"
"2101","Central Forward"
"2101","Central Midfielder"
"210187","Central Midfielder"
"210268","Central Forward"
"210274","Central Defender"
"210274","Left-Sided Midfielder/Fullback"
"210289","Left-Sided Attacker"
"2103","Central Forward"
"2103","Left-Sided Attacker"
"21042","Central Forward"
"21042","Left-Sided Attacker"
"21042","Right-Sided Attacker"
"210494","Central Midfielder"
"21050","Central Midfielder"
"210518","Left-Sided Midfielder/Fullback"
"210708","Central Defender"
"210719","Left-Sided Attacker"
"21075","Central Midfielder"
"21089","Left-Sided Midfielder/Fullback"
"2109","Central Midfielder"
"2109","Left-Sided Attacker"
"21097","Left-Sided Midfielder/Fullback"
"21097","Right-Sided Midfielder/Fullback"
"211007","Right-Sided Midfielder/Fullback"
"211015","Central Forward"
"211132","Central Midfielder"
"211141","Right-Sided Midfielder/Fullback"
"211141","Left-Sided Midfielder/Fullback"
"211256","Central Defender"
"211256","Central Midfielder"
"211267","Left-Sided Attacker"
"21128","Central Forward"
"2114","Central Defender"
"211426","Central Midfielder"
"21151","Left-Sided Midfielder/Fullback"
"211778","Right-Sided Midfielder/Fullback"
"211786","Central Forward"
"211786","Central Midfielder"
"211826","Central Defender"
"211829","Central Forward"
"211830","Central Forward"
"211922","Right-Sided Midfielder/Fullback"
"211925","Central Midfielder"
"211927","Left-Sided Midfielder/Fullback"
"211927","Right-Sided Midfielder/Fullback"
"211928","Central Midfielder"
"211940","Central Forward"
"212126","Central Midfielder"
"212200","Left-Sided Midfielder/Fullback"
"212633","Right-Sided Midfielder/Fullback"
"212633","Right-Sided Attacker"
"212638","Right-Sided Midfielder/Fullback"
"212638","Central Forward"
"212638","Central Midfielder"
"212639","Central Midfielder"
"212640","Central Forward"
"212640","Left-Sided Attacker"
"212641","Central Midfielder"
"212642","Left-Sided Attacker"
"212642","Central Midfielder"
"212642","Right-Sided Attacker"
"2128","Left-Sided Midfielder/Fullback"
"2128","Right-Sided Attacker"
"212889","Left-Sided Midfielder/Fullback"
"212889","Right-Sided Midfielder/Fullback"
"212932","Central Midfielder"
"212963","Left-Sided Midfielder/Fullback"
"212963","Central Midfielder"
"213007","Right-Sided Midfielder/Fullback"
"213007","Central Forward"
